cmplnt_num,cmplnt_fr_dt,cmplnt_fr_tm,cmplnt_to_dt,cmplnt_to_tm,addr_pct_cd,rpt_dt,ky_cd,ofns_desc,pd_cd,pd_desc,crm_atpt_cptd_cd,law_cat_cd,boro_nm,loc_of_occur_desc,prem_typ_desc,juris_desc,jurisdiction_code,parks_nm,hadevelopt,housing_psa,x_coord_cd,y_coord_cd,susp_age_group,susp_race,susp_sex,transit_district,latitude,longitude,lat_lon,patrol_boro,station_name,vic_age_group,vic_race,vic_sex,complaint_date,year,month,day,quarter,is_felony
318198702,2025-12-09,12:30:00,2025-12-09T00:00:00.000,12:35:00,109,2025-12-31T00:00:00.000,341,PETIT LARCENY,352.0,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1034165,216582,UNKNOWN,UNKNOWN,U,,40.761012,-73.819819,"(40.761012, -73.819819)",PATROL BORO QUEENS NORTH,(null),65+,ASIAN / PACIFIC ISLANDER,M,2025-12-09,2025,12,9,4,0
318206365,2025-12-31,18:50:00,2025-12-31T00:00:00.000,19:20:00,115,2025-12-31T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,916.0,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,QUEENS,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1020779,214555,(null),(null),(null),,40.75550492,-73.86815009,"(40.75550492, -73.86815009)",PATROL BORO QUEENS NORTH,(null),UNKNOWN,UNKNOWN,E,2025-12-31,2025,12,31,4,0
318194672,2025-12-31,11:20:00,2025-12-31T00:00:00.000,11:25:00,111,2025-12-31T00:00:00.000,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,FOOD SUPERMARKET,N.Y. POLICE DEPT,0,(null),(null),(null),1041921,213653,UNKNOWN,BLACK,F,,40.752927,-73.791846,"(40.752927, -73.791846)",PATROL BORO QUEENS NORTH,(null),45-64,WHITE,F,2025-12-31,2025,12,31,4,0
318202725,2018-12-14,23:59:00,2019-12-14T00:00:00.000,00:01:00,81,2025-12-31T00:00:00.000,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1005319,190473,18-24,UNKNOWN,M,,40.6894642952604,-73.9240290899499,"(40.6894642952604, -73.9240290899499)",PATROL BORO BKLYN NORTH,(null),<18,BLACK,M,2018-12-14,2018,12,14,4,0
318179035,2025-12-31,02:15:00,2025-12-31T00:00:00.000,02:25:00,75,2025-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,HOMELESS SHELTER,N.Y. POLICE DEPT,0,(null),(null),(null),1012536,185712,25-44,WHITE HISPANIC,M,,40.676377,-73.898024,"(40.676377, -73.898024)",PATROL BORO BKLYN NORTH,(null),<18,WHITE HISPANIC,M,2025-12-31,2025,12,31,4,0
318184207,2025-12-31,05:30:00,2025-12-31T00:00:00.000,05:45:00,113,2025-12-31T00:00:00.000,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,HOMELESS SHELTER,N.Y. POLICE DEPT,0,(null),(null),(null),1051976,194850,18-24,BLACK,F,,40.701245,-73.755744,"(40.701245, -73.755744)",PATROL BORO QUEENS SOUTH,(null),25-44,BLACK,F,2025-12-31,2025,12,31,4,0
318190097,2025-12-31,10:00:00,2025-12-31T00:00:00.000,10:18:00,44,2025-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,113.0,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1005903,243479,45-64,BLACK,M,,40.834952,-73.921752,"(40.834952, -73.921752)",PATROL BORO BRONX,(null),25-44,BLACK,M,2025-12-31,2025,12,31,4,0
318179006,2025-12-31,03:45:00,2025-12-31T00:00:00.000,03:53:00,23,2025-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),613,998453,228290,UNKNOWN,BLACK,M,,40.793277,-73.948707,"(40.793277, -73.948707)",PATROL BORO MAN NORTH,(null),25-44,BLACK,F,2025-12-31,2025,12,31,4,0
318190065,2025-12-30,19:00:00,2025-12-30T00:00:00.000,19:05:00,5,2025-12-31T00:00:00.000,109,GRAND LARCENY,405.0,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,MANHATTAN,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0,(null),(null),(null),985362,202560,UNKNOWN,UNKNOWN,U,,40.722667,-73.995988,"(40.722667, -73.995988)",PATROL BORO MAN SOUTH,(null),25-44,ASIAN / PACIFIC ISLANDER,M,2025-12-30,2025,12,30,4,1
318178411,2025-12-22,00:25:00,2025-12-30T00:00:00.000,23:30:00,122,2025-12-31T00:00:00.000,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,RESTAURANT/DINER,N.Y. POLICE DEPT,0,(null),(null),(null),955979,153897,18-24,WHITE,M,,40.589051,-74.101789,"(40.589051, -74.101789)",PATROL BORO STATEN ISLAND,(null),18-24,WHITE HISPANIC,M,2025-12-22,2025,12,22,4,0
318202642,2025-12-08,15:30:00,2025-12-08T00:00:00.000,16:00:00,17,2025-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,INSIDE,HOMELESS SHELTER,N.Y. POLICE DEPT,0,(null),(null),(null),990277,212478,45-64,BLACK,F,,40.749888,-73.978246,"(40.749888, -73.978246)",PATROL BORO MAN SOUTH,(null),25-44,WHITE,F,2025-12-08,2025,12,8,4,0
318203936,2025-12-31,17:05:00,2025-12-31T00:00:00.000,17:15:00,1,2025-12-31T00:00:00.000,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,TRANSIT FACILITY (OTHER),PORT AUTHORITY,3,(null),(null),(null),981073,197959,25-44,WHITE,M,,40.710038,-74.01146,"(40.710038, -74.01146)",PATROL BORO MAN SOUTH,(null),UNKNOWN,UNKNOWN,D,2025-12-31,2025,12,31,4,0
318205056,2025-12-31,20:25:00,2025-12-31T00:00:00.000,20:30:00,114,2025-12-31T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1012210,218711,(null),(null),(null),,40.766954,-73.899062,"(40.766954, -73.899062)",PATROL BORO QUEENS NORTH,(null),UNKNOWN,UNKNOWN,E,2025-12-31,2025,12,31,4,0
318207585,2025-12-16,23:00:00,2025-12-16T00:00:00.000,23:10:00,123,2025-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,STATEN ISLAND,(null),RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),916640,125259,45-64,WHITE HISPANIC,M,,40.510234,-74.24314,"(40.510234, -74.24314)",PATROL BORO STATEN ISLAND,(null),45-64,WHITE,M,2025-12-16,2025,12,16,4,0
318194658,2025-11-19,17:00:00,2025-12-31T00:00:00.000,12:00:00,103,2025-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1042397,196932,45-64,WHITE HISPANIC,F,,40.707029,-73.790274,"(40.707029, -73.790274)",PATROL BORO QUEENS SOUTH,(null),25-44,BLACK,F,2025-11-19,2025,11,19,4,0
318202700,2025-12-31,16:50:00,2025-12-31T00:00:00.000,17:21:00,67,2025-12-31T00:00:00.000,106,FELONY ASSAULT,105.0,STRANGULATION 1ST,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1004928,181449,25-44,BLACK,M,,40.664697,-73.925466,"(40.664697, -73.925466)",PATROL BORO BKLYN SOUTH,(null),25-44,BLACK,F,2025-12-31,2025,12,31,4,1
318209037,2025-12-31,23:21:00,2025-12-31T00:00:00.000,23:32:00,103,2025-12-31T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,QUEENS,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1041191,194823,25-44,BLACK,M,,40.70123765,-73.79464101,"(40.70123765, -73.79464101)",PATROL BORO QUEENS SOUTH,(null),UNKNOWN,UNKNOWN,E,2025-12-31,2025,12,31,4,0
318178369,2025-12-31,02:24:00,2025-12-31T00:00:00.000,02:29:00,41,2025-12-31T00:00:00.000,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),1014509,238113,18-24,WHITE HISPANIC,M,12.0,40.82018895,-73.89067524,"(40.82018895, -73.89067524)",PATROL BORO BRONX,HUNTS POINT AVENUE,UNKNOWN,UNKNOWN,E,2025-12-31,2025,12,31,4,0
318191338,2025-12-30,11:43:00,2025-12-30T00:00:00.000,11:50:00,13,2025-12-31T00:00:00.000,109,GRAND LARCENY,433.0,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,MANHATTAN,INSIDE,LIQUOR STORE,N.Y. POLICE DEPT,0,(null),(null),(null),986691,209690,UNKNOWN,WHITE HISPANIC,M,,40.742237,-73.991191,"(40.742237, -73.991191)",PATROL BORO MAN SOUTH,(null),UNKNOWN,UNKNOWN,D,2025-12-30,2025,12,30,4,1
318203993,2025-12-30,15:20:00,2025-12-31T00:00:00.000,10:00:00,67,2025-12-31T00:00:00.000,341,PETIT LARCENY,352.0,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),999445,171582,UNKNOWN,UNKNOWN,U,,40.637626,-73.945249,"(40.637626, -73.945249)",PATROL BORO BKLYN SOUTH,(null),25-44,BLACK,F,2025-12-30,2025,12,30,4,0
318200302,2025-12-31,13:00:00,2025-12-31T00:00:00.000,16:45:00,50,2025-12-31T00:00:00.000,121,CRIMINAL MISCHIEF & RELATED OF,267.0,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1013031,261069,UNKNOWN,UNKNOWN,U,,40.88321,-73.895917,"(40.88321, -73.895917)",PATROL BORO BRONX,(null),25-44,ASIAN / PACIFIC ISLANDER,F,2025-12-31,2025,12,31,4,1
318184215,2025-12-30,23:05:00,2025-12-30T00:00:00.000,23:30:00,122,2025-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),960281,153809,UNKNOWN,UNKNOWN,M,,40.588825,-74.086299,"(40.588825, -74.086299)",PATROL BORO STATEN ISLAND,(null),65+,UNKNOWN,F,2025-12-30,2025,12,30,4,0
318178366,2025-12-31,02:15:00,2025-12-31T00:00:00.000,02:47:00,28,2025-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,114.0,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),998296,234474,25-44,WHITE HISPANIC,M,,40.81025,-73.949261,"(40.81025, -73.949261)",PATROL BORO MAN NORTH,(null),18-24,WHITE HISPANIC,F,2025-12-31,2025,12,31,4,0
318182409,2025-12-23,21:00:00,2025-12-30T00:00:00.000,15:19:00,41,2025-12-31T00:00:00.000,341,PETIT LARCENY,357.0,"LARCENY,PETIT OF VEHICLE ACCES",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1016360,234599,UNKNOWN,UNKNOWN,U,,40.810548,-73.884004,"(40.810548, -73.884004)",PATROL BORO BRONX,(null),25-44,WHITE HISPANIC,F,2025-12-23,2025,12,23,4,0
318170915,2025-12-31,00:10:00,2025-12-31T00:00:00.000,00:34:00,77,2025-12-31T00:00:00.000,106,FELONY ASSAULT,105.0,STRANGULATION 1ST,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1004556,183513,25-44,WHITE HISPANIC,M,,40.670363,-73.926798,"(40.670363, -73.926798)",PATROL BORO BKLYN NORTH,(null),45-64,WHITE HISPANIC,F,2025-12-31,2025,12,31,4,1
318206293,2025-12-31,23:31:00,2025-12-31T00:00:00.000,23:45:00,47,2025-12-31T00:00:00.000,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1025143,262701,45-64,UNKNOWN,M,,40.887642,-73.852104,"(40.887642, -73.852104)",PATROL BORO BRONX,(null),25-44,BLACK,F,2025-12-31,2025,12,31,4,1
318192961,2025-12-31,00:15:00,2025-12-31T00:00:00.000,00:20:00,61,2025-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1002954,158562,UNKNOWN,WHITE,M,,40.601883,-73.932644,"(40.601883, -73.932644)",PATROL BORO BKLYN SOUTH,(null),45-64,WHITE,M,2025-12-31,2025,12,31,4,0
318196622,2025-12-30,17:20:00,2025-12-30T00:00:00.000,17:30:00,49,2025-12-31T00:00:00.000,341,PETIT LARCENY,352.0,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,OPEN AREAS (OPEN LOTS),N.Y. POLICE DEPT,0,(null),(null),(null),1021489,255055,UNKNOWN,WHITE,F,,40.866672,-73.865364,"(40.866672, -73.865364)",PATROL BORO BRONX,(null),25-44,UNKNOWN,F,2025-12-30,2025,12,30,4,0
318207574,2025-12-31,21:50:00,2025-12-31T00:00:00.000,22:04:00,110,2025-12-31T00:00:00.000,105,ROBBERY,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1022559,210598,UNKNOWN,UNKNOWN,U,,40.744646,-73.861748,"(40.744646, -73.861748)",PATROL BORO QUEENS NORTH,(null),45-64,WHITE HISPANIC,M,2025-12-31,2025,12,31,4,1
318202687,2025-12-31,18:05:00,,(null),52,2025-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0,(null),(null),(null),1012876,253478,25-44,BLACK HISPANIC,F,,40.862376,-73.89651,"(40.862376, -73.89651)",PATROL BORO BRONX,(null),25-44,BLACK,F,2025-12-31,2025,12,31,4,0
318185371,2025-12-30,20:05:00,2025-12-30T00:00:00.000,21:05:00,104,2025-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1014493,201296,45-64,WHITE HISPANIC,M,,40.719145,-73.890899,"(40.719145, -73.890899)",PATROL BORO QUEENS NORTH,(null),45-64,WHITE HISPANIC,F,2025-12-30,2025,12,30,4,0
318181380,2025-11-29,12:54:00,2025-12-31T00:00:00.000,06:37:00,1,2025-12-31T00:00:00.000,126,MISCELLANEOUS PENAL LAW,461.0,UNAUTHORIZED USE VEHICLE 2,COMPLETED,FELONY,MANHATTAN,INSIDE,PARKING LOT/GARAGE (PRIVATE),N.Y. POLICE DEPT,0,(null),(null),(null),979932,196703,UNKNOWN,UNKNOWN,U,,40.706589,-74.015575,"(40.706589, -74.015575)",PATROL BORO MAN SOUTH,(null),UNKNOWN,UNKNOWN,E,2025-11-29,2025,11,29,4,1
318178753,2025-09-14,18:25:00,2025-09-14T00:00:00.000,19:25:00,33,2025-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),999036,243110,45-64,WHITE HISPANIC,M,,40.833953,-73.946566,"(40.833953, -73.946566)",PATROL BORO MAN NORTH,(null),25-44,WHITE HISPANIC,M,2025-09-14,2025,9,14,3,0
318200287,2025-12-31,15:00:00,2025-12-31T00:00:00.000,15:25:00,42,2025-12-31T00:00:00.000,106,FELONY ASSAULT,105.0,STRANGULATION 1ST,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1009230,240289,25-44,BLACK,M,,40.826188,-73.909738,"(40.826188, -73.909738)",PATROL BORO BRONX,(null),18-24,BLACK,F,2025-12-31,2025,12,31,4,1
318206319,2025-12-31,20:25:00,2025-12-31T00:00:00.000,21:00:00,75,2025-12-31T00:00:00.000,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1019734,185600,45-64,WHITE,M,,40.676046,-73.872073,"(40.676046, -73.872073)",PATROL BORO BKLYN NORTH,(null),UNKNOWN,UNKNOWN,E,2025-12-31,2025,12,31,4,1
318184212,2025-12-31,00:42:00,2025-12-31T00:00:00.000,00:45:00,121,2025-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,PARKING LOT/GARAGE (PRIVATE),N.Y. POLICE DEPT,0,(null),(null),(null),946307,166842,UNKNOWN,UNKNOWN,M,,40.624547,-74.136684,"(40.624547, -74.136684)",PATROL BORO STATEN ISLAND,(null),25-44,AMERICAN INDIAN/ALASKAN NATIVE,M,2025-12-31,2025,12,31,4,0
318168878,2025-12-31,00:01:00,2025-12-31T00:00:00.000,00:09:00,7,2025-12-31T00:00:00.000,107,BURGLARY,223.0,"BURGLARY,RESIDENCE,NIGHT",ATTEMPTED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),988196,200413,25-44,BLACK HISPANIC,M,,40.716774,-73.985764,"(40.716774, -73.985764)",PATROL BORO MAN SOUTH,(null),25-44,BLACK,F,2025-12-31,2025,12,31,4,1
318172880,2025-12-31,02:22:00,2025-12-31T00:00:00.000,02:30:00,25,2025-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,HOMELESS SHELTER,N.Y. POLICE DEPT,0,(null),(null),(null),1001533,231740,25-44,BLACK,M,,40.802742,-73.937572,"(40.802742, -73.937572)",PATROL BORO MAN NORTH,(null),45-64,BLACK,M,2025-12-31,2025,12,31,4,0
318206356,2025-04-25,10:00:00,2025-12-01T00:00:00.000,10:00:00,108,2025-12-31T00:00:00.000,112,THEFT-FRAUD,739.0,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1011445,207567,(null),(null),(null),,40.736367,-73.901868,"(40.736367, -73.901868)",PATROL BORO QUEENS NORTH,(null),45-64,ASIAN / PACIFIC ISLANDER,M,2025-04-25,2025,4,25,2,1
318205042,2025-12-18,18:24:00,2025-12-18T00:00:00.000,18:40:00,108,2025-12-31T00:00:00.000,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,(null),(null),(null),999913,211323,25-44,ASIAN / PACIFIC ISLANDER,M,,40.746705,-73.943472,"(40.746705, -73.943472)",PATROL BORO QUEENS NORTH,(null),UNKNOWN,UNKNOWN,D,2025-12-18,2025,12,18,4,0
318184210,2025-12-31,00:48:00,2025-12-31T00:00:00.000,05:40:00,120,2025-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),962976,169008,UNKNOWN,UNKNOWN,U,,40.630548,-74.076643,"(40.630548, -74.076643)",PATROL BORO STATEN ISLAND,(null),45-64,BLACK,M,2025-12-31,2025,12,31,4,0
318208214,2025-12-31,23:24:00,2025-12-31T00:00:00.000,23:30:00,116,2025-12-31T00:00:00.000,348,VEHICLE AND TRAFFIC LAWS,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,QUEENS,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1052693,187158,18-24,BLACK,M,,40.68011759,-73.75323687,"(40.68011759, -73.75323687)",PATROL BORO QUEENS SOUTH,(null),UNKNOWN,UNKNOWN,E,2025-12-31,2025,12,31,4,0
318194588,2025-12-31,11:00:00,2025-12-31T00:00:00.000,11:05:00,20,2025-12-31T00:00:00.000,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),989220,223013,UNKNOWN,UNKNOWN,F,1.0,40.778794,-73.98205472,"(40.778794, -73.98205472)",PATROL BORO MAN NORTH,72 STREET,18-24,ASIAN / PACIFIC ISLANDER,M,2025-12-31,2025,12,31,4,0
318207549,2025-12-31,17:10:00,2025-12-31T00:00:00.000,17:20:00,79,2025-12-31T00:00:00.000,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),483,995301,190523,25-44,BLACK,M,,40.689622,-73.960149,"(40.689622, -73.960149)",PATROL BORO BKLYN NORTH,(null),UNKNOWN,UNKNOWN,M,2025-12-31,2025,12,31,4,0
318204949,2025-12-31,15:31:00,2025-12-31T00:00:00.000,15:38:00,25,2025-12-31T00:00:00.000,341,PETIT LARCENY,333.0,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,(null),(null),(null),1002996,229132,UNKNOWN,UNKNOWN,M,,40.795581,-73.932296,"(40.795581, -73.932296)",PATROL BORO MAN NORTH,(null),UNKNOWN,UNKNOWN,D,2025-12-31,2025,12,31,4,0
318207499,2025-11-29,01:00:00,2025-11-29T00:00:00.000,01:10:00,41,2025-12-31T00:00:00.000,106,FELONY ASSAULT,105.0,STRANGULATION 1ST,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1014604,238800,25-44,BLACK,M,,40.822084,-73.890329,"(40.822084, -73.890329)",PATROL BORO BRONX,(null),25-44,BLACK,F,2025-11-29,2025,11,29,4,1
318202654,2025-12-28,17:20:00,2025-12-28T00:00:00.000,17:30:00,25,2025-12-31T00:00:00.000,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1002088,232214,25-44,BLACK,M,,40.804042,-73.935569,"(40.804042, -73.935569)",PATROL BORO MAN NORTH,(null),25-44,UNKNOWN,F,2025-12-28,2025,12,28,4,0
318202694,2025-12-31,16:50:00,2025-12-31T00:00:00.000,16:52:00,62,2025-12-31T00:00:00.000,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,INSIDE,FAST FOOD,N.Y. POLICE DEPT,0,(null),(null),(null),984821,159661,UNKNOWN,WHITE,M,,40.604917,-73.997943,"(40.604917, -73.997943)",PATROL BORO BKLYN SOUTH,(null),25-44,ASIAN / PACIFIC ISLANDER,M,2025-12-31,2025,12,31,4,0
318201430H1,2024-09-11,22:00:00,,(null),47,2025-12-31T00:00:00.000,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,BRONX,INSIDE,MULTI DWELL - PUBLIC HOUS,N.Y. HOUSING POLICE,2,(null),(null),1564,1027140,261908,(null),(null),(null),,40.885457,-73.844889,"(40.885457, -73.844889)",PATROL BORO BRONX,(null),25-44,BLACK,M,2024-09-11,2024,9,11,3,1
318164109,2025-12-31,06:28:00,2025-12-31T00:00:00.000,06:30:00,41,2025-12-31T00:00:00.000,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1014604,238800,(null),(null),(null),,40.822084,-73.890329,"(40.822084, -73.890329)",PATROL BORO BRONX,(null),25-44,BLACK,F,2025-12-31,2025,12,31,4,0
318208194,2025-12-31,13:00:00,2025-12-31T00:00:00.000,13:30:00,42,2025-12-31T00:00:00.000,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1008483,239656,UNKNOWN,UNKNOWN,U,,40.824452,-73.912439,"(40.824452, -73.912439)",PATROL BORO BRONX,(null),25-44,BLACK,F,2025-12-31,2025,12,31,4,0
