boro_nm,addr_pct_cd,latitude,longitude
MANHATTAN,9,40.730887,-73.992166
BRONX,49,40.870353,-73.854593
BRONX,44,40.8450614,-73.91308651
BRONX,48,40.841251,-73.880048
MANHATTAN,1,40.713562,-74.012439
BROOKLYN,68,40.616763,-74.028988
BROOKLYN,71,40.66641,-73.952918
QUEENS,103,40.69317846,-73.79434128
MANHATTAN,7,40.715,-73.990038
MANHATTAN,14,40.7498542,-73.98793821
QUEENS,106,40.662512,-73.856312
BROOKLYN,75,40.662932,-73.884703
MANHATTAN,28,40.80641316,-73.94435739
MANHATTAN,28,40.8084,-73.942929
QUEENS,105,40.68838,-73.727479
MANHATTAN,6,40.728849,-74.00337
BROOKLYN,61,40.583993,-73.960004
BROOKLYN,83,40.701658,-73.925361
QUEENS,115,40.75624129,-73.87886163
BROOKLYN,75,40.688992,-73.874764
BROOKLYN,94,40.725591,-73.936889
BROOKLYN,72,40.63831551,-74.00662253
BROOKLYN,90,40.702522,-73.957838
BRONX,48,40.843059,-73.882859
BRONX,40,40.806203,-73.916004
STATEN ISLAND,122,40.595358,-74.086098
BROOKLYN,88,40.696987,-73.970603
BRONX,48,40.844108,-73.88847
BRONX,45,40.843832,-73.82511
MANHATTAN,19,40.776625,-73.958743
BROOKLYN,77,40.675571,-73.92578
BROOKLYN,71,40.664357,-73.939887
QUEENS,110,40.748675,-73.866093
QUEENS,102,40.702132,-73.820468
BRONX,44,40.841989,-73.924494
QUEENS,107,40.717085,-73.803375
BRONX,40,40.809251,-73.91591
MANHATTAN,33,40.84301,-73.94248
BROOKLYN,72,40.662927,-73.989987
BRONX,46,40.846864,-73.916596
MANHATTAN,19,40.761873,-73.966357
QUEENS,101,40.600913,-73.758353
BROOKLYN,90,40.700909,-73.941177
MANHATTAN,32,40.8084,-73.942929
QUEENS,116,40.661669,-73.733312
MANHATTAN,18,40.759767,-73.989812
BROOKLYN,75,40.680163,-73.892224
STATEN ISLAND,120,40.629445,-74.077469
STATEN ISLAND,121,40.600559,-74.133069
BRONX,46,40.846637,-73.916052
BRONX,44,40.84434352,-73.91474279
QUEENS,115,40.74915777,-73.86942584
QUEENS,102,40.69239421,-73.83389124
MANHATTAN,25,40.800302,-73.942504
BRONX,43,40.82071067,-73.85158175
BROOKLYN,69,40.64513343,-73.90231306
BRONX,49,40.842722,-73.838343
BROOKLYN,62,40.612183,-74.003133
QUEENS,108,40.728304,-73.926373
STATEN ISLAND,120,40.643737,-74.072799
BROOKLYN,78,40.6757537,-73.97142204
STATEN ISLAND,123,40.535504,-74.200434
QUEENS,105,40.726977,-73.735026
BROOKLYN,70,40.65292723,-73.9593299
BROOKLYN,78,40.674856,-73.97078072
BROOKLYN,68,40.62191616,-74.02231943
BROOKLYN,75,40.682561,-73.866164
BRONX,45,40.847127,-73.820188
BRONX,49,40.841407,-73.869745
QUEENS,103,40.71318797,-73.76702732
QUEENS,104,40.709382,-73.869803
BROOKLYN,77,40.675749,-73.929074
BROOKLYN,79,40.699545,-73.945676
BRONX,46,40.845832,-73.915941
MANHATTAN,5,40.713576,-73.995927
BRONX,43,40.82105074,-73.88226634
BRONX,50,40.887715,-73.913208
MANHATTAN,14,40.755937,-73.9926
BROOKLYN,94,40.729738,-73.951072
BRONX,40,40.807218,-73.922417
MANHATTAN,26,40.8080019,-73.96389863
BROOKLYN,67,40.649091,-73.955778
MANHATTAN,6,40.731304,-74.003683
BROOKLYN,67,40.655344,-73.951514
QUEENS,114,40.755389,-73.929629
MANHATTAN,19,40.773333,-73.96009
BRONX,40,40.81539,-73.909325
BROOKLYN,88,40.696026,-73.967912
BROOKLYN,94,40.731662,-73.957887
BRONX,44,40.843545,-73.911822
BRONX,44,40.84471769,-73.91226652
BRONX,45,40.842898,-73.828393
BROOKLYN,67,40.644804,-73.954364
BROOKLYN,70,40.629324,-73.957074
BRONX,40,40.80904488,-73.92855472
BROOKLYN,88,40.69387478,-73.96221506
MANHATTAN,25,40.80572952,-73.93854235
MANHATTAN,28,40.807915,-73.954721
MANHATTAN,33,40.844555,-73.93445
STATEN ISLAND,120,40.61361,-74.078869
BROOKLYN,62,40.600333,-73.997917
STATEN ISLAND,120,40.632036,-74.122241
QUEENS,105,40.700142,-73.740562
BRONX,48,40.850182,-73.890419
QUEENS,107,40.730343,-73.809949
BRONX,44,40.844577,-73.915307
BROOKLYN,73,40.655785,-73.910604
BROOKLYN,63,40.627239,-73.91808
BROOKLYN,67,40.652245,-73.910234
QUEENS,113,40.66524734,-73.80203307
BROOKLYN,83,40.70062,-73.919351
BROOKLYN,70,40.64612836,-73.95920071
BROOKLYN,72,40.660366,-73.978547
BRONX,46,40.8488788,-73.91614303
BROOKLYN,75,40.648017,-73.880814
MANHATTAN,18,40.76109335,-73.98326154
QUEENS,105,40.749135,-73.716094
BROOKLYN,70,40.633965,-73.970374
MANHATTAN,28,40.809052,-73.946418
BROOKLYN,62,40.614707,-74.004298
QUEENS,107,40.739364,-73.788012
QUEENS,109,40.759983,-73.831418
BROOKLYN,79,40.68039035,-73.94955696
STATEN ISLAND,122,40.588966,-74.091327
QUEENS,109,40.760355,-73.829804
QUEENS,115,40.75859438,-73.87451136
QUEENS,107,40.715267,-73.773166
BROOKLYN,66,40.64132547,-73.98299251
MANHATTAN,25,40.80753915,-73.9351054
BROOKLYN,77,40.668731,-73.929736
BROOKLYN,90,40.709256,-73.953579
BROOKLYN,79,40.692436,-73.951978
QUEENS,115,40.750482,-73.887285
BROOKLYN,88,40.68890313,-73.98092864
MANHATTAN,7,40.718727,-73.977457
BRONX,43,40.841838,-73.858974
QUEENS,105,40.725379,-73.720791
BROOKLYN,67,40.637922,-73.940474
MANHATTAN,6,40.732883,-73.992303
BROOKLYN,72,40.657089,-73.999955
(null),32,40.809682,-73.945956
BROOKLYN,69,40.636009,-73.886297
BROOKLYN,81,40.691733,-73.935297
STATEN ISLAND,120,40.629884,-74.076707
MANHATTAN,25,40.809859,-73.937645
QUEENS,115,40.748696,-73.884125
BRONX,44,40.84335,-73.923752
BROOKLYN,75,40.666639,-73.873998
BROOKLYN,72,40.650611,-74.002811
BRONX,48,40.845248,-73.882955
MANHATTAN,25,40.797611,-73.941321
BRONX,49,40.842596,-73.842616
BROOKLYN,60,40.580137,-73.955412
MANHATTAN,33,40.845032,-73.939688
QUEENS,103,40.708211,-73.793676
BROOKLYN,75,40.672707,-73.872424
BROOKLYN,78,40.679198,-73.977001
BRONX,43,40.82950189,-73.87460889
BROOKLYN,94,40.7270006940205,-73.9529831112437
BRONX,45,40.84316554,-73.82811151
QUEENS,103,40.701057,-73.805655
BRONX,40,40.81141,-73.927711
BRONX,48,40.85228818,-73.89048512
BROOKLYN,73,40.673844,-73.916732
BROOKLYN,68,40.629888,-74.010353
BROOKLYN,67,40.654023,-73.927209
QUEENS,108,40.74810812,-73.94735469
BRONX,41,40.820014,-73.886975
BRONX,40,40.814189,-73.906776
STATEN ISLAND,120,40.636562,-74.088153
BRONX,46,40.849612,-73.916694
MANHATTAN,18,40.760158,-73.983953
BROOKLYN,76,40.682349,-74.007629
BROOKLYN,70,40.651859,-73.962215
BRONX,48,40.844911,-73.878602
MANHATTAN,1,40.723989,-74.000749
BROOKLYN,90,40.71189,-73.941459
BROOKLYN,60,40.573992,-73.997272
QUEENS,110,40.740956,-73.85091
BROOKLYN,83,40.69942769,-73.91230985
BROOKLYN,63,40.625319,-73.917875
MANHATTAN,18,40.75925,-73.986634
BROOKLYN,77,40.676812,-73.964753
BROOKLYN,66,40.64081,-73.998658
MANHATTAN,10,40.741663,-73.999283
QUEENS,112,40.725526,-73.852042
BROOKLYN,60,40.582628,-73.986225
MANHATTAN,25,40.801113,-73.934687
BROOKLYN,78,40.675239,-73.991194
BROOKLYN,72,40.64020382,-74.00824056
BROOKLYN,67,40.656525,-73.916362
QUEENS,106,40.681678,-73.835795
MANHATTAN,14,40.747729,-73.986838
QUEENS,103,40.709501,-73.786484
QUEENS,103,40.71349769,-73.75621187
BROOKLYN,69,40.653999,-73.896365
STATEN ISLAND,123,40.511586,-74.249303
BROOKLYN,69,40.632581,-73.893123
MANHATTAN,25,40.807976,-73.939022
BROOKLYN,73,40.669484,-73.912134
BRONX,44,40.835835,-73.910556
MANHATTAN,114,40.758729,-73.952419
BROOKLYN,83,40.693865,-73.927868
QUEENS,103,40.697419,-73.805358
QUEENS,114,40.781981,-73.911818
QUEENS,106,40.675333,-73.812179
MANHATTAN,25,40.80369968,-73.93581711
MANHATTAN,30,40.823703,-73.953798
QUEENS,103,40.698134,-73.805335
BROOKLYN,83,40.682025,-73.903636
MANHATTAN,9,40.72846241,-73.97566769
BROOKLYN,69,40.635074,-73.900881
BROOKLYN,75,40.671644,-73.863361
MANHATTAN,1,40.710822,-74.00604
BROOKLYN,75,40.668896,-73.898482
QUEENS,113,40.700889,-73.762905
QUEENS,110,40.7405,-73.86639
BROOKLYN,63,40.629408,-73.926984
BRONX,44,40.840437,-73.916397
BROOKLYN,73,40.676015,-73.904808
BRONX,45,40.82490072,-73.83653777
BROOKLYN,70,40.63593259,-73.96248206
BROOKLYN,66,40.63674,-73.978329
MANHATTAN,23,40.795884,-73.948888
MANHATTAN,6,40.727119,-74.000276
BROOKLYN,70,40.622572,-73.951899
BROOKLYN,67,40.662026,-73.925231
BRONX,40,40.815716,-73.928538
MANHATTAN,13,40.730913,-73.981444
BROOKLYN,67,40.655194,-73.933193
BRONX,46,40.85314965,-73.90560062
BRONX,48,40.856754,-73.893955
QUEENS,108,40.74929877,-73.89757673
QUEENS,116,40.679191,-73.749811
BRONX,40,40.820848,-73.921188
BRONX,43,40.823428,-73.878445
BROOKLYN,83,40.696332,-73.920045
QUEENS,108,40.75064623,-73.94565636
BROOKLYN,83,40.6969863,-73.93522383
QUEENS,116,40.675299,-73.743587
BRONX,41,40.820721,-73.896923
QUEENS,114,40.754974,-73.946355
MANHATTAN,17,40.75807,-73.971224
BROOKLYN,62,40.600897,-73.980775
MANHATTAN,6,40.73170654,-74.00095616
QUEENS,113,40.669619,-73.783716
BROOKLYN,69,40.635342,-73.896121
QUEENS,114,40.75933,-73.939587
BROOKLYN,79,40.68884,-73.957178
QUEENS,116,40.666286,-73.734144
MANHATTAN,30,40.827473,-73.945976
BROOKLYN,70,40.644178,-73.955153
QUEENS,113,40.70696613,-73.75282008
BRONX,40,40.81295419,-73.91371368
MANHATTAN,9,40.727586,-73.993394
BROOKLYN,79,40.681445,-73.949789
BROOKLYN,84,40.685959,-73.992632
BRONX,45,40.823604,-73.819844
MANHATTAN,26,40.81511997,-73.95870333
BRONX,44,40.827915,-73.924706
BRONX,44,40.836266,-73.911328
MANHATTAN,5,40.718232,-74.000246
BRONX,40,40.8103518634571,-73.924942325642
BRONX,44,40.837239,-73.922289
BROOKLYN,78,40.666811,-73.986626
MANHATTAN,1,40.72671,-74.001115
BRONX,44,40.835405,-73.924783
QUEENS,109,40.755309,-73.815136
MANHATTAN,14,40.74828972,-73.98817669
BRONX,43,40.839505,-73.861721
BRONX,50,40.882393,-73.895647
QUEENS,103,40.703637,-73.797544
STATEN ISLAND,120,40.610234,-74.061733
BROOKLYN,67,40.643996,-73.936818
QUEENS,116,40.68123031,-73.73639889
QUEENS,110,40.735125,-73.861748
BROOKLYN,72,40.64445,-74.009219
MANHATTAN,25,40.798947,-73.929912
BROOKLYN,83,40.70119666,-73.91408915
BROOKLYN,78,40.6774111,-73.98305541
BRONX,48,40.838904,-73.881597
BROOKLYN,94,40.732456,-73.953312
BRONX,45,40.820673,-73.824057
BROOKLYN,61,40.585037,-73.933157
QUEENS,107,40.735701,-73.814706
BRONX,46,40.860851,-73.898014
BROOKLYN,62,40.605554,-73.983544
BROOKLYN,61,40.609583,-73.958438
BRONX,44,40.8378421209284,-73.9196277517392
BRONX,45,40.82864524,-73.831318
QUEENS,111,40.7512,-73.756593
BROOKLYN,71,40.669946,-73.951888
QUEENS,111,40.761121,-73.73042
BROOKLYN,60,40.576595,-73.962223
QUEENS,109,40.756418,-73.835249
MANHATTAN,34,40.855935,-73.935456
QUEENS,114,40.759117,-73.926055
MANHATTAN,1,40.71022031,-74.00774423
BRONX,43,40.836005,-73.861029
QUEENS,108,40.745804,-73.947129
BRONX,48,40.86110946,-73.89027538
MANHATTAN,24,40.794515,-73.966324
BROOKLYN,76,40.6837,-74.000505
QUEENS,112,40.706702,-73.854967
BROOKLYN,71,40.658622,-73.93826
MANHATTAN,9,40.72995,-73.979182
QUEENS,103,40.709805,-73.773587
QUEENS,107,40.725926,-73.809629
BRONX,45,40.836776,-73.84805
BROOKLYN,71,40.662673,-73.933013
MANHATTAN,25,40.81207395,-73.93603301
QUEENS,113,40.683493,-73.793307
MANHATTAN,23,40.793979,-73.938445
BRONX,42,40.83618068,-73.90415748
BRONX,43,40.835804,-73.866948
BROOKLYN,62,40.621391,-73.997841
QUEENS,104,40.71337933,-73.85965554
BROOKLYN,76,40.678954,-74.009676
BROOKLYN,60,40.577904,-73.9601
MANHATTAN,9,40.724794,-73.976787
BROOKLYN,62,40.602704,-73.985886
MANHATTAN,23,40.79507208,-73.93918783
QUEENS,101,40.596162,-73.764694
BRONX,41,40.817454,-73.89354
BROOKLYN,83,40.70047,-73.921257
QUEENS,105,40.708996,-73.734558
MANHATTAN,23,40.79347362,-73.93725713
MANHATTAN,10,40.745081,-73.994936
BRONX,44,40.836095,-73.916174
BROOKLYN,61,40.58061,-73.952602
QUEENS,103,40.699683,-73.780613
BROOKLYN,75,40.667035,-73.871335
BROOKLYN,63,40.617669,-73.928695
BROOKLYN,70,40.653684,-73.957809
BROOKLYN,60,40.576087,-73.983569
QUEENS,109,40.757876,-73.8081
QUEENS,113,40.688578,-73.793131
QUEENS,114,40.765766,-73.93266
BROOKLYN,67,40.655499,-73.938525
BROOKLYN,68,40.63346923,-74.02101185
BRONX,45,40.860752,-73.82485
QUEENS,108,40.7431245994984,-73.9560680726795
QUEENS,102,40.691874,-73.832624
BROOKLYN,67,40.6513263,-73.93905217
STATEN ISLAND,121,40.629505,-74.13029
QUEENS,114,40.760781,-73.934145
QUEENS,110,40.745617,-73.874335
STATEN ISLAND,122,40.588261,-74.101138
BROOKLYN,75,40.65838,-73.886185
BRONX,44,40.84022585,-73.91768268
MANHATTAN,24,40.799032,-73.960261
BROOKLYN,72,40.646357,-74.010866
BROOKLYN,83,40.688081,-73.917598
MANHATTAN,13,40.737533,-73.991279
BROOKLYN,63,40.611762,-73.923915
BROOKLYN,75,40.680366,-73.87998
BRONX,44,40.843123,-73.924718
BROOKLYN,72,40.641229,-74.005397
MANHATTAN,9,40.728294,-73.987897
BROOKLYN,78,40.669174,-73.98801
MANHATTAN,26,40.81076448,-73.95259015
STATEN ISLAND,122,40.567366,-74.112885
MANHATTAN,34,40.850772,-73.933481
BROOKLYN,76,40.688785,-73.992809
STATEN ISLAND,121,40.587393,-74.191043
BROOKLYN,70,40.64059027,-73.95428207
MANHATTAN,10,40.74538352,-73.99470933
BROOKLYN,60,40.589565,-73.985146
BROOKLYN,77,40.6685062,-73.92560517
QUEENS,114,40.7755993,-73.93615109
QUEENS,113,40.65497633,-73.78965488
STATEN ISLAND,120,40.627757,-74.10307
MANHATTAN,34,40.857287,-73.932339
BROOKLYN,67,40.659574,-73.929266
MANHATTAN,7,40.722592,-73.987502
MANHATTAN,30,40.82964997,-73.94438132
BROOKLYN,69,40.654368,-73.899046
BROOKLYN,75,40.668884,-73.870314
BROOKLYN,67,40.640475,-73.948465
MANHATTAN,23,40.794556,-73.946715
QUEENS,102,40.686094,-73.835602
MANHATTAN,9,40.723338,-73.98552
MANHATTAN,24,40.801287,-73.970778
MANHATTAN,25,40.802573,-73.935196
MANHATTAN,30,40.827701,-73.942644
BRONX,40,40.80731,-73.908696
MANHATTAN,18,40.760463,-73.984675
MANHATTAN,1,40.725222,-73.998097
BROOKLYN,83,40.695242,-73.914086
MANHATTAN,23,40.795817,-73.946839
MANHATTAN,1,40.724723,-74.005969
MANHATTAN,25,40.799645,-73.945105
BROOKLYN,62,40.617195,-73.986964
BRONX,43,40.833526,-73.860565
MANHATTAN,7,40.71122963,-73.98478542
BRONX,44,40.836626,-73.918948
BROOKLYN,75,40.645001,-73.879488
BROOKLYN,71,40.664162,-73.946816
MANHATTAN,33,40.838381,-73.936442
QUEENS,101,40.606749,-73.764079
MANHATTAN,18,40.76166823,-73.97491556
MANHATTAN,33,40.8329,-73.940166
QUEENS,110,40.741577,-73.880642
BROOKLYN,75,40.656198,-73.89619
QUEENS,101,40.60000117,-73.76708377
BROOKLYN,68,40.629754,-74.021064
BROOKLYN,69,40.643606,-73.912272
MANHATTAN,1,40.71208961,-74.0057389
MANHATTAN,32,40.833461,-73.935449
MANHATTAN,34,40.851363,-73.933051
BRONX,45,40.833881,-73.816562
BROOKLYN,70,40.64776661,-73.95815105
QUEENS,109,40.762453,-73.823771
BROOKLYN,70,40.632787,-73.95092
MANHATTAN,34,40.85306334,-73.93099439
BROOKLYN,73,40.661932,-73.913146
BROOKLYN,62,40.604394,-73.997885
QUEENS,113,40.673007,-73.781424
QUEENS,113,40.690806,-73.749273
QUEENS,103,40.706782,-73.791131
MANHATTAN,14,40.74785369,-73.99290823
MANHATTAN,25,40.802267,-73.944245
QUEENS,108,40.746884,-73.956433
MANHATTAN,18,40.758233,-73.977429
MANHATTAN,32,40.81379,-73.940092
BROOKLYN,72,40.656043,-74.004263
BROOKLYN,81,40.692861,-73.938511
MANHATTAN,26,40.813009,-73.956544
MANHATTAN,7,40.71407,-73.982649
QUEENS,103,40.703961,-73.789597
STATEN ISLAND,123,40.561493,-74.182581
BRONX,42,40.835094,-73.908048
BROOKLYN,67,40.654253,-73.948483
BROOKLYN,76,40.67476913,-74.00045063
QUEENS,102,40.690659,-73.864498
MANHATTAN,10,40.749947,-73.998818
BROOKLYN,75,40.667681,-73.860442
QUEENS,110,40.744204,-73.885609
STATEN ISLAND,122,40.59608,-74.062042
MANHATTAN,28,40.799154,-73.951774
MANHATTAN,14,40.746756,-73.981589
MANHATTAN,33,40.83406096,-73.94487994
BROOKLYN,67,40.634274,-73.943447
MANHATTAN,10,40.74347,-74.005392
BRONX,44,40.832182,-73.916323
MANHATTAN,9,40.725196,-73.979586
STATEN ISLAND,120,40.645104,-74.07889
MANHATTAN,9,40.724951,-73.993251
BROOKLYN,79,40.683466,-73.948515
BROOKLYN,70,40.64094117,-73.96050106
MANHATTAN,13,40.745412,-73.992842
BROOKLYN,94,40.720192,-73.958534
MANHATTAN,17,40.758979,-73.96554
BRONX,42,40.832335,-73.887589
QUEENS,113,40.66619222,-73.79305833
BRONX,42,40.831739,-73.885881
BROOKLYN,62,40.608118,-73.996404
BRONX,41,40.82759,-73.895829
QUEENS,107,40.724214,-73.776504
BROOKLYN,73,40.66096,-73.91433
BRONX,44,40.835291,-73.929033
BROOKLYN,79,40.697402,-73.951287
BROOKLYN,75,40.654114,-73.889479
STATEN ISLAND,123,40.539189,-74.223178
BROOKLYN,71,40.662398,-73.961911
BROOKLYN,61,40.588027,-73.943399
BRONX,42,40.825647,-73.911553
BROOKLYN,73,40.668928,-73.915891
MANHATTAN,18,40.76285621,-73.98941229
BROOKLYN,75,40.671688,-73.892871
MANHATTAN,25,40.799647,-73.941932
STATEN ISLAND,120,40.638655,-74.086122
QUEENS,114,40.75661,-73.903541
BROOKLYN,73,40.683035,-73.91314
STATEN ISLAND,123,40.553029,-74.181973
MANHATTAN,28,40.80237,-73.949435
MANHATTAN,25,40.8009303727402,-73.9410982410066
BROOKLYN,75,40.679135,-73.862816
MANHATTAN,13,40.745739,-73.990743
MANHATTAN,18,40.757346,-73.980181
BROOKLYN,71,40.667635,-73.950711
BROOKLYN,94,40.720473,-73.947042
BROOKLYN,75,40.677435,-73.895769
(null),7,40.721562,-73.988828
QUEENS,103,40.69901649,-73.80695652
BROOKLYN,72,40.643398,-74.015782
BRONX,44,40.83127,-73.914267
BROOKLYN,71,40.66802063,-73.95892778
BRONX,43,40.827076,-73.862406
BRONX,43,40.830254,-73.876699
MANHATTAN,33,40.833569,-73.938825
MANHATTAN,9,40.724589,-73.97538
QUEENS,100,40.581697,-73.830487
BRONX,43,40.831577,-73.850957
BROOKLYN,75,40.66979689,-73.87056172
MANHATTAN,13,40.734711,-73.989936
MANHATTAN,25,40.799633,-73.946168
BROOKLYN,83,40.698491,-73.934375
BROOKLYN,94,40.722549,-73.940134
BROOKLYN,79,40.68900139556,-73.9450265328727
BROOKLYN,63,40.6304465,-73.9291206
BROOKLYN,79,40.698703,-73.939861
BRONX,43,40.829377,-73.875059
BRONX,44,40.833445,-73.914526
QUEENS,114,40.783667,-73.916542
MANHATTAN,1,40.724724,-74.002278
QUEENS,113,40.667598,-73.789285
MANHATTAN,23,40.7874418,-73.94477047
QUEENS,114,40.76165,-73.915727
QUEENS,116,40.676842,-73.745275
BROOKLYN,69,40.638201,-73.897465
MANHATTAN,26,40.815333,-73.959211
MANHATTAN,10,40.743158,-74.007466
QUEENS,105,40.712005,-73.730728
BROOKLYN,75,40.672815,-73.871674
STATEN ISLAND,121,40.633713,-74.15812
BROOKLYN,75,40.67376,-73.878804
MANHATTAN,1,40.720974,-74.008409
QUEENS,105,40.7086,-73.741023
MANHATTAN,23,40.786215,-73.951742
QUEENS,112,40.7226409964758,-73.8515418216779
QUEENS,108,40.744146,-73.919454
QUEENS,114,40.758159,-73.92628
QUEENS,110,40.744174,-73.890915
BROOKLYN,81,40.67927614,-73.92905788
BRONX,44,40.82781161,-73.92592932
QUEENS,109,40.791695,-73.851143
BROOKLYN,70,40.637777,-73.964721
MANHATTAN,23,40.786591,-73.940799
BRONX,43,40.833494,-73.858396
QUEENS,106,40.689832,-73.815178
BROOKLYN,72,40.6581577535544,-74.0004411548878
QUEENS,103,40.705629,-73.802158
BROOKLYN,62,40.610564,-74.010396
BROOKLYN,77,40.681675,-73.967054
MANHATTAN,30,40.8274,-73.950638
BROOKLYN,84,40.69056159,-73.98510385
BROOKLYN,62,40.618496,-73.992699
BRONX,43,40.834715,-73.870421
BROOKLYN,73,40.67858725,-73.90612894
MANHATTAN,26,40.8128599,-73.96340468
STATEN ISLAND,120,40.643228,-74.075922
QUEENS,103,40.704777,-73.803358
BROOKLYN,77,40.672381,-73.964969
STATEN ISLAND,122,40.573932,-74.131449
BROOKLYN,75,40.664569,-73.886921
BROOKLYN,75,40.651776,-73.885547
BROOKLYN,73,40.66296672,-73.9061365
BRONX,41,40.825471,-73.892941
BROOKLYN,63,40.622837,-73.917614
QUEENS,109,40.78599863,-73.8457369
MANHATTAN,23,40.7880564,-73.94432217
BROOKLYN,69,40.638501,-73.893405
BROOKLYN,70,40.639758,-73.9561
BRONX,46,40.851851,-73.901191
MANHATTAN,20,40.784228,-73.973829
STATEN ISLAND,123,40.54155358,-74.20988735
BRONX,43,40.828402,-73.881514
MANHATTAN,14,40.756047,-73.984867
BRONX,44,40.830178,-73.918528
QUEENS,109,40.782277,-73.803894
QUEENS,104,40.708217,-73.905148
MANHATTAN,17,40.758045,-73.970195
QUEENS,115,40.756905,-73.872666
MANHATTAN,30,40.825839,-73.949029
MANHATTAN,10,40.746613,-73.995682
STATEN ISLAND,120,40.646654,-74.083904
QUEENS,105,40.72415848,-73.75496787
BROOKLYN,70,40.635079,-73.948881
BROOKLYN,66,40.643961,-73.979663
MANHATTAN,7,40.720177,-73.986456
MANHATTAN,20,40.787994,-73.976781
BROOKLYN,60,40.57556814,-73.98121659
BROOKLYN,70,40.648929,-73.962977
MANHATTAN,26,40.815414,-73.9585
BROOKLYN,83,40.7043102,-73.91923188
BROOKLYN,72,40.648204,-74.012418
BROOKLYN,81,40.690662,-73.938074
BRONX,43,40.82617571,-73.84969787
BROOKLYN,62,40.612047,-73.981465
QUEENS,102,40.69932415739,-73.831570887672
QUEENS,107,40.722329,-73.825408
MANHATTAN,24,40.793674,-73.972509
MANHATTAN,32,40.82916325,-73.93726683
BROOKLYN,79,40.679846,-73.939383
STATEN ISLAND,121,40.640493,-74.168546
BROOKLYN,84,40.701983,-73.98672
BROOKLYN,61,40.614515,-73.947001
(null),24,40.78988,-73.977134
BROOKLYN,76,40.684032,-74.004417
BROOKLYN,61,40.5940190586592,-73.9608543158447
QUEENS,113,40.676105,-73.795704
BRONX,40,40.815326,-73.915864
BROOKLYN,75,40.656873,-73.894226
BROOKLYN,76,40.675755,-74.005247
MANHATTAN,17,40.756612,-73.968729
MANHATTAN,18,40.767716,-73.981954
MANHATTAN,7,40.71772387,-73.98576515
BROOKLYN,83,40.698331,-73.917496
BROOKLYN,81,40.680542,-73.931575
BROOKLYN,73,40.657256,-73.906583
QUEENS,105,40.711795,-73.745651
QUEENS,103,40.696651,-73.788008
QUEENS,109,40.754852,-73.821326
QUEENS,105,40.705447,-73.74832
BRONX,44,40.82995783,-73.93008607
QUEENS,108,40.744313,-73.954817
BRONX,42,40.829391,-73.890877
BROOKLYN,61,40.609344,-73.968365
QUEENS,106,40.669751,-73.803572
QUEENS,108,40.736484,-73.920985
MANHATTAN,30,40.825456,-73.951169
MANHATTAN,25,40.784153,-73.932207
BROOKLYN,79,40.67983117,-73.95829317
MANHATTAN,9,40.733074,-73.988777
MANHATTAN,32,40.826947,-73.938921
QUEENS,108,40.7431564,-73.9187012
MANHATTAN,23,40.791881,-73.938423
BRONX,43,40.825313,-73.875545
STATEN ISLAND,122,40.575476,-74.102729
BRONX,47,40.906448,-73.848955
BROOKLYN,78,40.665185,-73.978038
MANHATTAN,24,40.791881,-73.968247
MANHATTAN,1,40.70775518,-74.01170429
QUEENS,103,40.707957,-73.790203
BRONX,47,40.902345,-73.843197
MANHATTAN,30,40.8264277,-73.95045075
BRONX,47,40.88709745,-73.86086203
BRONX,50,40.90386675,-73.90311209
BRONX,47,40.891889,-73.852618
QUEENS,103,40.704236,-73.793321
BRONX,41,40.826266,-73.890439
BRONX,47,40.895718,-73.8495153
BRONX,52,40.8797,-73.885798
MANHATTAN,1,40.70732,-74.010967
BROOKLYN,76,40.676591,-73.991121
QUEENS,103,40.70745,-73.773053
BRONX,41,40.826807,-73.890444
MANHATTAN,18,40.757381,-73.984126
BRONX,47,40.897547,-73.853892
QUEENS,103,40.69333,-73.791543
BROOKLYN,67,40.647963,-73.948291
MANHATTAN,24,40.793044,-73.972962
BRONX,50,40.889875,-73.898077
BROOKLYN,83,40.700704,-73.925708
BROOKLYN,63,40.625588,-73.94665
BROOKLYN,73,40.671698,-73.914584
BROOKLYN,67,40.661764,-73.929949
MANHATTAN,23,40.789168,-73.938964
QUEENS,108,40.743631,-73.894894
MANHATTAN,32,40.82763361,-73.93575789
BRONX,47,40.892673,-73.855079
BROOKLYN,77,40.677496,-73.931701
BRONX,43,40.82858179,-73.87917076
BROOKLYN,78,40.68405249,-73.97745785
BROOKLYN,77,40.676543,-73.921864
QUEENS,113,40.673236,-73.789453
QUEENS,114,40.782463,-73.9125
MANHATTAN,18,40.766661,-73.980632
QUEENS,101,40.605939,-73.75828
BRONX,52,40.881755,-73.882355
BROOKLYN,90,40.706916,-73.96009
MANHATTAN,6,40.735667,-73.993869
BROOKLYN,88,40.685775,-73.964253
MANHATTAN,26,40.813905,-73.953094
QUEENS,106,40.68142027,-73.8336698
MANHATTAN,32,40.827016,-73.938135
BROOKLYN,75,40.676951,-73.874822
BRONX,42,40.826112,-73.904608
BROOKLYN,66,40.637709,-73.969588
MANHATTAN,32,40.826382,-73.935619
BRONX,47,40.881715,-73.862149
QUEENS,109,40.756759,-73.826433
BRONX,50,40.88292,-73.89372
QUEENS,115,40.7565675846374,-73.8759315341335
QUEENS,114,40.756711,-73.917539
BROOKLYN,66,40.63449,-73.976662
BROOKLYN,90,40.705339,-73.964002
MANHATTAN,20,40.782825,-73.980644
